userSeq,userId,email,birth,gender,mbti,moods
137,uzYaePbx00137,ssafy137@naver.com,1996-12-07,TRUE,intj,기타
138,uzYaePbx00138,ssafy138@naver.com,1999-09-14,TRUE,entp,활동적인
139,uzYaePbx00139,ssafy139@naver.com,1994-04-13,TRUE,estp,낭만적인
140,uzYaePbx00140,ssafy140@naver.com,1995-03-06,TRUE,istp,평화로운
141,uzYaePbx00141,ssafy141@naver.com,1998-02-04,TRUE,enfp,자연주의
142,uzYaePbx00142,ssafy142@naver.com,1999-10-19,TRUE,estj,자연주의
143,uzYaePbx00143,ssafy143@naver.com,1999-07-14,TRUE,istp,낭만적인
144,uzYaePbx00144,ssafy144@naver.com,1997-10-31,TRUE,intp,복고풍의
145,uzYaePbx00145,ssafy145@naver.com,2004-03-13,TRUE,estj,평화로운
146,uzYaePbx00146,ssafy146@naver.com,1999-10-27,TRUE,estj,이국적인
147,uzYaePbx00147,ssafy147@naver.com,1997-01-03,TRUE,intj,현대적인
148,uzYaePbx00148,ssafy148@naver.com,1995-09-06,TRUE,istj,자연주의
149,uzYaePbx00149,ssafy149@naver.com,1994-12-21,TRUE,infp,기타
150,uzYaePbx00150,ssafy150@naver.com,1998-06-30,TRUE,isfj,낭만적인
151,uzYaePbx00151,ssafy151@naver.com,2003-01-05,TRUE,istp,활동적인
152,uzYaePbx00152,ssafy152@naver.com,2002-07-18,TRUE,isfj,자연주의
153,uzYaePbx00153,ssafy153@naver.com,2003-10-31,TRUE,isfp,기타
154,uzYaePbx00154,ssafy154@naver.com,1995-02-22,TRUE,infj,야경풍의
155,uzYaePbx00155,ssafy155@naver.com,2003-04-04,TRUE,entp,활동적인
156,uzYaePbx00156,ssafy156@naver.com,2004-05-02,TRUE,enfp,현대적인
157,uzYaePbx00157,ssafy157@naver.com,1996-08-10,TRUE,enfp,현대적인
158,uzYaePbx00158,ssafy158@naver.com,2002-12-09,TRUE,istj,복고풍의
159,uzYaePbx00159,ssafy159@naver.com,2000-01-28,TRUE,enfp,기타
160,uzYaePbx00160,ssafy160@naver.com,2003-07-16,TRUE,entj,활동적인
161,uzYaePbx00161,ssafy161@naver.com,1994-11-21,TRUE,isfp,낭만적인
162,uzYaePbx00162,ssafy162@naver.com,1999-03-01,TRUE,entj,이국적인
163,uzYaePbx00163,ssafy163@naver.com,2000-03-15,TRUE,esfj,낭만적인
164,uzYaePbx00164,ssafy164@naver.com,2004-02-02,TRUE,infj,평화로운
165,uzYaePbx00165,ssafy165@naver.com,1995-07-16,TRUE,intj,현대적인
166,uzYaePbx00166,ssafy166@naver.com,2003-12-03,TRUE,istj,낭만적인
167,uzYaePbx00167,ssafy167@naver.com,2000-10-07,TRUE,isfj,낭만적인
168,uzYaePbx00168,ssafy168@naver.com,2002-08-21,TRUE,estp,기타
169,uzYaePbx00169,ssafy169@naver.com,2002-12-20,TRUE,intj,현대적인
170,uzYaePbx00170,ssafy170@naver.com,1997-01-01,TRUE,istp,기타
171,uzYaePbx00171,ssafy171@naver.com,1995-08-30,TRUE,esfj,낭만적인
172,uzYaePbx00172,ssafy172@naver.com,1998-10-09,TRUE,isfp,활동적인
173,uzYaePbx00173,ssafy173@naver.com,2001-08-17,TRUE,infp,활동적인
174,uzYaePbx00174,ssafy174@naver.com,2001-05-10,TRUE,enfj,야경풍의
175,uzYaePbx00175,ssafy175@naver.com,2001-12-11,TRUE,istj,낭만적인
176,uzYaePbx00176,ssafy176@naver.com,1995-02-14,TRUE,estj,이국적인
177,uzYaePbx00177,ssafy177@naver.com,1999-01-03,TRUE,isfj,이국적인
178,uzYaePbx00178,ssafy178@naver.com,1995-08-16,TRUE,esfj,복고풍의
179,uzYaePbx00179,ssafy179@naver.com,1997-10-06,TRUE,isfp,평화로운
180,uzYaePbx00180,ssafy180@naver.com,1995-03-26,TRUE,intp,낭만적인
181,uzYaePbx00181,ssafy181@naver.com,2003-07-03,TRUE,intp,야경풍의
182,uzYaePbx00182,ssafy182@naver.com,1997-08-30,TRUE,isfp,낭만적인
183,uzYaePbx00183,ssafy183@naver.com,1996-03-22,TRUE,entp,평화로운
184,uzYaePbx00184,ssafy184@naver.com,2003-05-14,TRUE,enfj,이국적인
185,uzYaePbx00185,ssafy185@naver.com,2003-09-01,TRUE,enfp,이국적인
186,uzYaePbx00186,ssafy186@naver.com,1994-06-15,TRUE,infp,야경풍의
187,uzYaePbx00187,ssafy187@naver.com,2003-02-11,TRUE,entp,자연주의
188,uzYaePbx00188,ssafy188@naver.com,2001-03-25,TRUE,esfp,현대적인
189,uzYaePbx00189,ssafy189@naver.com,1999-11-08,TRUE,isfj,현대적인
190,uzYaePbx00190,ssafy190@naver.com,1996-09-16,TRUE,enfj,야경풍의
191,uzYaePbx00191,ssafy191@naver.com,2000-10-10,TRUE,isfj,이국적인
192,uzYaePbx00192,ssafy192@naver.com,1996-06-04,TRUE,intp,현대적인
193,uzYaePbx00193,ssafy193@naver.com,1998-05-13,TRUE,istp,자연주의
194,uzYaePbx00194,ssafy194@naver.com,1998-04-08,TRUE,entj,기타
195,uzYaePbx00195,ssafy195@naver.com,1998-11-02,TRUE,entp,활동적인
196,uzYaePbx00196,ssafy196@naver.com,1999-04-09,TRUE,istj,자연주의
197,uzYaePbx00197,ssafy197@naver.com,2002-04-18,TRUE,entj,현대적인
198,uzYaePbx00198,ssafy198@naver.com,1998-12-24,TRUE,estp,낭만적인
199,uzYaePbx00199,ssafy199@naver.com,1995-05-10,TRUE,istj,야경풍의
200,uzYaePbx00200,ssafy200@naver.com,2003-05-14,TRUE,estp,활동적인
201,uzYaePbx00201,ssafy201@naver.com,2000-04-25,TRUE,istj,이국적인
202,uzYaePbx00202,ssafy202@naver.com,1997-03-15,TRUE,istj,평화로운
203,uzYaePbx00203,ssafy203@naver.com,2003-09-12,TRUE,esfj,낭만적인
204,uzYaePbx00204,ssafy204@naver.com,1999-10-20,TRUE,entj,기타
205,uzYaePbx00205,ssafy205@naver.com,1997-08-22,TRUE,entj,현대적인
206,uzYaePbx00206,ssafy206@naver.com,1996-01-23,TRUE,infp,현대적인
207,uzYaePbx00207,ssafy207@naver.com,1995-01-05,TRUE,esfp,복고풍의
208,uzYaePbx00208,ssafy208@naver.com,1996-09-19,TRUE,estj,자연주의
209,uzYaePbx00209,ssafy209@naver.com,2002-09-20,TRUE,intp,야경풍의
210,uzYaePbx00210,ssafy210@naver.com,2002-05-22,TRUE,istj,기타
211,uzYaePbx00211,ssafy211@naver.com,1997-11-10,TRUE,entp,현대적인
212,uzYaePbx00212,ssafy212@naver.com,2002-05-13,TRUE,esfp,복고풍의
213,uzYaePbx00213,ssafy213@naver.com,1995-08-31,TRUE,entp,이국적인
214,uzYaePbx00214,ssafy214@naver.com,1994-06-02,TRUE,esfj,야경풍의
215,uzYaePbx00215,ssafy215@naver.com,1999-01-24,TRUE,infj,현대적인
216,uzYaePbx00216,ssafy216@naver.com,1995-03-04,TRUE,infj,복고풍의
217,uzYaePbx00217,ssafy217@naver.com,2002-06-18,TRUE,infp,자연주의
218,uzYaePbx00218,ssafy218@naver.com,1997-08-27,TRUE,enfj,활동적인
219,uzYaePbx00219,ssafy219@naver.com,1996-03-22,TRUE,entj,이국적인
220,uzYaePbx00220,ssafy220@naver.com,2001-10-11,TRUE,isfj,이국적인
221,uzYaePbx00221,ssafy221@naver.com,2003-11-13,TRUE,infj,이국적인
222,uzYaePbx00222,ssafy222@naver.com,1997-12-29,TRUE,estp,이국적인
223,uzYaePbx00223,ssafy223@naver.com,1998-10-04,TRUE,istp,현대적인
224,uzYaePbx00224,ssafy224@naver.com,2001-10-12,TRUE,esfp,기타
225,uzYaePbx00225,ssafy225@naver.com,1998-01-22,TRUE,entp,복고풍의
226,uzYaePbx00226,ssafy226@naver.com,1996-06-05,TRUE,entp,복고풍의
227,uzYaePbx00227,ssafy227@naver.com,2002-09-08,TRUE,enfj,이국적인
228,uzYaePbx00228,ssafy228@naver.com,2002-03-01,TRUE,esfp,활동적인
229,uzYaePbx00229,ssafy229@naver.com,1998-06-23,TRUE,isfp,기타
230,uzYaePbx00230,ssafy230@naver.com,2002-11-14,TRUE,isfp,활동적인
231,uzYaePbx00231,ssafy231@naver.com,2004-07-16,TRUE,isfj,복고풍의
232,uzYaePbx00232,ssafy232@naver.com,1996-03-05,TRUE,intj,복고풍의
233,uzYaePbx00233,ssafy233@naver.com,1996-11-24,TRUE,isfp,평화로운
234,uzYaePbx00234,ssafy234@naver.com,1997-10-20,TRUE,estj,자연주의
235,uzYaePbx00235,ssafy235@naver.com,1996-10-20,TRUE,intp,이국적인
236,uzYaePbx00236,ssafy236@naver.com,2004-01-23,TRUE,intj,야경풍의
237,uzYaePbx00237,ssafy237@naver.com,1997-11-13,TRUE,isfj,자연주의
238,uzYaePbx00238,ssafy238@naver.com,1997-07-20,TRUE,enfp,낭만적인
239,uzYaePbx00239,ssafy239@naver.com,1996-07-29,TRUE,infp,현대적인
240,uzYaePbx00240,ssafy240@naver.com,2002-05-15,TRUE,isfp,기타
241,uzYaePbx00241,ssafy241@naver.com,2001-02-21,TRUE,esfj,낭만적인
242,uzYaePbx00242,ssafy242@naver.com,1999-10-22,TRUE,entp,야경풍의
243,uzYaePbx00243,ssafy243@naver.com,2002-07-03,TRUE,isfj,활동적인
244,uzYaePbx00244,ssafy244@naver.com,2002-07-28,TRUE,esfp,복고풍의
245,uzYaePbx00245,ssafy245@naver.com,1999-04-11,TRUE,intj,야경풍의
246,uzYaePbx00246,ssafy246@naver.com,1996-09-06,TRUE,esfj,현대적인
247,uzYaePbx00247,ssafy247@naver.com,2001-05-18,TRUE,infj,평화로운
248,uzYaePbx00248,ssafy248@naver.com,2002-11-15,TRUE,intj,현대적인
249,uzYaePbx00249,ssafy249@naver.com,2001-04-17,TRUE,intj,자연주의
250,uzYaePbx00250,ssafy250@naver.com,1994-12-04,TRUE,isfp,야경풍의
251,uzYaePbx00251,ssafy251@naver.com,1997-11-01,TRUE,enfj,복고풍의
252,uzYaePbx00252,ssafy252@naver.com,1996-04-16,TRUE,estp,현대적인
253,uzYaePbx00253,ssafy253@naver.com,2001-02-16,TRUE,entj,자연주의
254,uzYaePbx00254,ssafy254@naver.com,1995-07-15,TRUE,infp,야경풍의
255,uzYaePbx00255,ssafy255@naver.com,2000-09-09,TRUE,esfj,복고풍의
256,uzYaePbx00256,ssafy256@naver.com,1995-05-29,TRUE,isfj,자연주의
257,uzYaePbx00257,ssafy257@naver.com,1996-02-20,TRUE,estj,기타
258,uzYaePbx00258,ssafy258@naver.com,1995-06-18,TRUE,infp,평화로운
259,uzYaePbx00259,ssafy259@naver.com,2001-05-21,TRUE,estp,낭만적인
260,uzYaePbx00260,ssafy260@naver.com,2001-12-13,TRUE,esfp,평화로운
261,uzYaePbx00261,ssafy261@naver.com,2002-10-28,TRUE,esfj,이국적인
262,uzYaePbx00262,ssafy262@naver.com,2002-11-04,TRUE,entp,활동적인
263,uzYaePbx00263,ssafy263@naver.com,1997-08-29,TRUE,istj,자연주의
264,uzYaePbx00264,ssafy264@naver.com,1994-10-22,TRUE,intp,야경풍의
265,uzYaePbx00265,ssafy265@naver.com,2003-03-06,TRUE,entp,야경풍의
266,uzYaePbx00266,ssafy266@naver.com,1996-07-14,TRUE,istp,낭만적인
267,uzYaePbx00267,ssafy267@naver.com,1998-11-20,TRUE,isfp,이국적인
268,uzYaePbx00268,ssafy268@naver.com,2002-09-30,TRUE,istj,이국적인
269,uzYaePbx00269,ssafy269@naver.com,1994-05-07,TRUE,istp,낭만적인
270,uzYaePbx00270,ssafy270@naver.com,2002-10-02,TRUE,intp,야경풍의
271,uzYaePbx00271,ssafy271@naver.com,2000-09-02,TRUE,enfj,이국적인
272,uzYaePbx00272,ssafy272@naver.com,1998-11-13,TRUE,infp,현대적인
273,uzYaePbx00273,ssafy273@naver.com,1995-04-20,TRUE,enfj,자연주의
274,uzYaePbx00274,ssafy274@naver.com,2002-04-08,TRUE,estj,현대적인
275,uzYaePbx00275,ssafy275@naver.com,2004-08-13,TRUE,enfp,이국적인
276,uzYaePbx00276,ssafy276@naver.com,1995-01-24,TRUE,enfp,기타
277,uzYaePbx00277,ssafy277@naver.com,1999-03-20,TRUE,estp,평화로운
278,uzYaePbx00278,ssafy278@naver.com,1995-06-15,TRUE,enfp,낭만적인
279,uzYaePbx00279,ssafy279@naver.com,1995-07-12,TRUE,istj,기타
280,uzYaePbx00280,ssafy280@naver.com,1998-01-30,TRUE,entp,이국적인
281,uzYaePbx00281,ssafy281@naver.com,2001-09-16,TRUE,isfp,기타
282,uzYaePbx00282,ssafy282@naver.com,1995-07-25,TRUE,estj,복고풍의
283,uzYaePbx00283,ssafy283@naver.com,2002-09-24,TRUE,enfp,낭만적인
284,uzYaePbx00284,ssafy284@naver.com,2002-08-16,TRUE,intj,낭만적인
285,uzYaePbx00285,ssafy285@naver.com,2002-03-15,TRUE,intj,낭만적인
286,uzYaePbx00286,ssafy286@naver.com,1996-10-17,TRUE,infj,낭만적인
287,uzYaePbx00287,ssafy287@naver.com,1999-01-25,TRUE,enfp,낭만적인
288,uzYaePbx00288,ssafy288@naver.com,1997-09-18,TRUE,entp,활동적인
289,uzYaePbx00289,ssafy289@naver.com,1996-07-23,TRUE,enfj,이국적인
290,uzYaePbx00290,ssafy290@naver.com,1999-11-14,TRUE,esfp,이국적인
291,uzYaePbx00291,ssafy291@naver.com,2001-02-17,TRUE,istj,기타
292,uzYaePbx00292,ssafy292@naver.com,1998-04-16,TRUE,entp,낭만적인
293,uzYaePbx00293,ssafy293@naver.com,1997-12-22,TRUE,intp,활동적인
294,uzYaePbx00294,ssafy294@naver.com,2003-04-20,TRUE,isfj,낭만적인
295,uzYaePbx00295,ssafy295@naver.com,1996-12-30,TRUE,entp,복고풍의
296,uzYaePbx00296,ssafy296@naver.com,2001-09-30,TRUE,istp,복고풍의
297,uzYaePbx00297,ssafy297@naver.com,2004-03-14,TRUE,intj,자연주의
298,uzYaePbx00298,ssafy298@naver.com,2001-11-08,TRUE,istp,이국적인
299,uzYaePbx00299,ssafy299@naver.com,2003-03-12,TRUE,istj,기타
300,uzYaePbx00300,ssafy300@naver.com,1996-01-26,TRUE,istj,복고풍의
301,uzYaePbx00301,ssafy301@naver.com,1998-02-07,TRUE,enfj,이국적인
302,uzYaePbx00302,ssafy302@naver.com,2000-12-07,TRUE,isfj,이국적인
303,uzYaePbx00303,ssafy303@naver.com,1996-10-14,TRUE,intp,낭만적인
304,uzYaePbx00304,ssafy304@naver.com,2001-04-01,TRUE,entj,활동적인
305,uzYaePbx00305,ssafy305@naver.com,1996-08-17,TRUE,intj,활동적인
306,uzYaePbx00306,ssafy306@naver.com,1994-05-13,TRUE,intp,현대적인
307,uzYaePbx00307,ssafy307@naver.com,2000-09-08,TRUE,estj,자연주의
308,uzYaePbx00308,ssafy308@naver.com,1997-07-28,TRUE,intp,복고풍의
309,uzYaePbx00309,ssafy309@naver.com,1995-02-26,TRUE,estp,자연주의
310,uzYaePbx00310,ssafy310@naver.com,1998-05-05,TRUE,esfp,자연주의
311,uzYaePbx00311,ssafy311@naver.com,1996-08-21,TRUE,isfp,이국적인
312,uzYaePbx00312,ssafy312@naver.com,2001-12-22,TRUE,infj,낭만적인
313,uzYaePbx00313,ssafy313@naver.com,2003-03-02,TRUE,infp,야경풍의
314,uzYaePbx00314,ssafy314@naver.com,1996-10-15,TRUE,enfj,낭만적인
315,uzYaePbx00315,ssafy315@naver.com,1999-11-09,TRUE,intj,복고풍의
316,uzYaePbx00316,ssafy316@naver.com,1999-02-20,TRUE,infj,복고풍의
317,uzYaePbx00317,ssafy317@naver.com,2000-01-25,TRUE,esfp,낭만적인
318,uzYaePbx00318,ssafy318@naver.com,2003-05-16,TRUE,istj,활동적인
319,uzYaePbx00319,ssafy319@naver.com,1995-06-25,TRUE,esfj,활동적인
320,uzYaePbx00320,ssafy320@naver.com,2000-10-24,TRUE,isfp,낭만적인
